CASE# 1:
6534 not found
9057 not found
1220 not found
1317 not found
2887 not found
509 not found
6487 not found
1081 not found
9322 not found
390 not found
2255 not found
6231 not found
4421 not found
5936 not found
175 not found
8634 not found
1115 not found
2822 not found
9119 not found
8799 not found
8109 not found
1391 not found
1893 not found
2385 not found
1293 not found
9443 not found
7576 not found
5130 not found
3029 not found
8568 not found
8558 not found
3757 not found
8927 not found
642 not found
8917 not found
5267 not found
4084 not found
8317 found at 198
2061 not found
7475 not found
9594 not found
80 not found
4408 not found
7181 not found
6187 not found
9061 not found
9244 found at 227
2008 not found
6417 not found
1863 not found
5524 not found
3220 not found
3937 not found
8933 not found
7353 not found
5441 not found
3807 not found
1815 not found
4201 not found
9523 not found
9374 not found
3637 not found
9298 not found
9868 not found
3684 not found
3277 not found
1910 not found
9257 not found
1266 not found
9302 not found
8349 not found
3072 not found
8851 not found
6481 not found
690 not found
47 not found
2679 not found
8275 not found
3761 not found
728 not found
5873 not found
8963 not found
3287 not found
4677 not found
3276 not found
3642 not found
1897 not found
8416 not found
5964 not found
7699 not found
6622 not found
7149 not found
9200 not found
3523 not found
5641 not found
2658 not found
627 not found
2166 not found
9737 not found
9493 not found
4705 not found
2419 not found
4573 not found
9310 not found
1718 not found
2716 not found
7745 not found
1952 not found
3987 not found
4880 not found
2183 not found
3790 not found
6800 not found
9078 not found
5068 not found
53 not found
2363 not found
7532 not found
8968 not found
4043 not found
9882 not found
7678 not found
6811 not found
5154 not found
3866 not found
4313 not found
8190 not found
7842 not found
639 not found
7557 not found
2995 not found
4216 not found
9873 not found
3438 not found
1833 not found
5299 not found
3913 not found
8992 not found
4596 not found
1455 not found
6608 not found
1263 not found
8928 not found
6346 not found
1876 not found
1512 not found
3245 found at 73
5155 not found
6139 not found
1952 not found
1226 not found
4455 not found
7296 not found
7212 not found
1431 not found
2565 not found
3114 found at 70
2358 not found
6492 not found
1569 not found
8960 not found
2407 not found
8541 not found
1291 not found
9939 not found
7009 not found
3170 not found
1693 not found
1529 not found
2288 not found
2128 not found
5031 not found
6103 not found
5784 not found
7840 not found
7340 not found
1718 not found
1466 not found
4436 not found
8640 not found
9493 not found
8066 not found
9169 not found
8948 not found
8619 not found
1660 not found
1393 not found
985 not found
8781 not found
441 not found
3586 not found
7167 not found
3267 not found
5201 not found
4121 not found
8524 not found
2056 not found
3924 not found
3067 not found
7285 not found
9353 not found
39 not found
5857 not found
8745 found at 211
1271 not found
112 not found
3540 not found
3516 not found
674 not found
742 not found
9373 not found
9204 found at 226
7225 not found
69 not found
2680 not found
9406 not found
4777 not found
3546 not found
587 not found
3939 not found
1916 not found
5259 not found
331 not found
4392 not found
69 not found
5829 not found
8757 not found
8755 not found
8173 not found
3004 not found
8043 not found
55 not found
5928 not found
1125 not found
2228 not found
4837 not found
6782 not found
3315 not found
3593 not found
7313 not found
7682 not found
7171 not found
4100 not found
9984 not found
2443 not found
89 not found
8327 not found
6526 not found
7644 not found
4595 not found
6800 not found
2109 not found
8183 not found
3299 not found
1587 not found
9090 not found
527 not found
3296 not found
2211 not found
4899 not found
79 not found
5191 not found
7814 not found
1085 not found
352 not found
188 not found
8368 not found
4200 not found
5052 not found
2352 not found
9787 not found
7061 not found
8572 not found
9129 not found
2595 not found
2836 not found
8231 not found
4996 not found
6048 not found
8911 not found
3939 not found
7594 not found
7541 not found
1092 not found
79 not found
604 not found
1160 not found
294 not found
4283 not found
9025 not found
6126 not found
3202 not found
9997 not found
9102 not found
3571 not found
2391 not found
2974 not found
9755 not found
7343 not found
7624 not found
7492 not found
7757 not found
2012 not found
4768 not found
5483 not found
2341 found at 56
9353 not found
4923 not found
1840 not found
1111 found at 23
8726 not found
8217 not found
2138 not found
6983 not found
9023 not found
2709 not found
2758 not found
812 not found
7597 not found
799 not found
6100 not found
4027 not found
8054 not found
8494 not found
4796 not found
979 not found
3931 not found
9123 found at 223
8210 not found
4907 not found
4517 not found
6944 not found
4817 not found
2422 not found
9840 not found
3321 not found
3292 not found
6747 not found
2346 not found
1529 not found
7160 not found
6056 not found
4218 not found
4239 not found
3329 not found
2058 not found
9547 not found
8273 not found
7329 not found
7652 found at 176
3417 not found
5086 not found
589 not found
1710 not found
9631 not found
9943 not found
1975 not found
7957 not found
7855 not found
3400 not found
7512 not found
4884 found at 116
3328 not found
9729 not found
6953 not found
575 not found
4700 not found
7230 not found
1009 not found
5481 not found
5745 not found
8164 not found
6116 not found
184 not found
6793 not found
5259 not found
7669 not found
1578 not found
4155 not found
2068 not found
5319 not found
215 not found
6923 not found
3606 found at 81
1300 not found
7721 not found
8419 not found
9845 not found
8158 not found
8701 not found
1807 not found
3072 not found
6866 not found
7479 not found
5380 not found
4352 not found
8013 not found
2776 not found
8520 not found
5189 not found
8381 not found
5978 not found
578 not found
808 not found
1614 not found
7950 not found
1216 not found
9301 not found
6750 not found
4703 not found
5869 not found
4521 not found
7933 not found
4871 not found
3104 not found
254 not found
4354 not found
6226 not found
6096 found at 148
3090 not found
4547 not found
1068 not found
1963 not found
5936 not found
6523 not found
1321 not found
4537 not found
2707 not found
6800 not found
6771 not found
3191 not found
7913 not found
458 not found
3673 not found
2308 not found
5645 not found
2684 not found
5982 not found
1096 not found
8834 found at 215
8027 not found
8301 not found
5814 not found
628 not found
1912 not found
6321 not found
3175 not found
4120 not found
813 not found
3564 not found
3897 not found
4197 not found
9716 not found
6699 not found
6835 not found
5026 not found
5798 not found
790 not found
732 not found
593 not found
3412 not found
4304 not found
6767 not found
2491 not found
4492 not found
8123 not found
6421 not found
8081 not found
6455 not found
778 not found
8972 not found
3680 not found
4430 not found
7657 not found
6504 not found
2720 not found
5248 not found
2348 not found
5233 not found
2222 not found
3380 not found
6993 not found
736 not found
6620 not found
4107 not found
9522 not found
9341 not found
5599 not found
5917 not found
6019 not found
4486 not found
1534 not found
4320 not found
2877 not found
3181 not found
8044 not found
197 not found
4458 not found
420 not found
1357 not found
4164 not found
5157 not found
9163 not found
3854 not found
7211 not found
5437 not found
2029 not found
7738 not found
5715 not found
5806 not found
1940 found at 44
1351 not found
8118 not found
2817 not found
2523 not found
6884 not found
5427 not found
2018 not found
5375 not found
2720 not found
1684 not found
9896 not found
1804 not found
4211 not found
332 not found
5671 not found
200 not found
5088 not found
9396 not found
9433 not found
6053 not found
7979 not found
3317 not found
4511 not found
686 not found
4314 not found
9282 not found
7809 not found
9128 not found
5353 not found
538 not found
1492 not found
2624 not found
CASE# 78:
208 not found
1633 not found
8428 not found
5408 not found
7511 not found
7958 not found
73 not found
6515 not found
4080 not found
9765 not found
14 not found
7086 not found
4288 not found
8880 not found
6169 not found
263 not found
2201 not found
6679 not found
8421 not found
8898 not found
8479 not found
5773 not found
4095 not found
4108 not found
5404 not found
9951 not found
1976 not found
159 not found
7485 not found
6148 not found
5947 not found
639 not found
454 not found
228 not found
4012 not found
2695 not found
4229 not found
1138 not found
9113 not found
41 not found
5630 not found
786 not found
8641 not found
2411 not found
4651 not found
8756 not found
9964 not found
1779 not found
1658 not found
6529 not found
5939 not found
3253 not found
5836 not found
6504 not found
8758 not found
1776 not found
6446 not found
9265 not found
6524 not found
4355 not found
5604 not found
1122 not found
2019 not found
864 not found
2978 not found
7873 not found
2301 not found
9621 not found
5846 not found
2582 not found
2966 not found
531 not found
2327 not found
228 not found
9276 not found
2746 not found
646 not found
3683 not found
4301 not found
8423 not found
659 not found
570 not found
9859 not found
9322 not found
3391 not found
7284 not found
264 not found
7255 not found
6444 not found
3778 not found
1257 not found
3473 not found
9530 not found
4707 not found
9415 not found
951 not found
6036 not found
459 not found
9387 not found
603 not found
1514 not found
7214 not found
9783 not found
6613 not found
6299 not found
1242 not found
6066 not found
8765 not found
7898 not found
425 not found
8103 not found
6364 not found
1140 not found
8070 not found
9131 not found
639 not found
7326 found at 64
1894 not found
6523 not found
1138 not found
3538 not found
8286 not found
30 not found
5858 not found
4470 not found
278 found at 1
